screenName,retweetCount,retweeted,longitude,latitude,text
stevebarnhart,0,FALSE,NA,NA,"I want to crawl in a hole and never order anything online again. Coffee table, kitchen table, &amp; kindle all broken/missing parts in 1 wk."
fulgcity,1,FALSE,NA,NA,RT @MariaLiv07: Black coffee is key
CoreyColbo,42,FALSE,NA,NA,RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.
Luv_1DInfection,11349,FALSE,NA,NA,"RT @Luke5SOS: just put chocolate milk in the top of my coffee, I think I just changed history"
xThat1Halfrican,1,FALSE,NA,NA,"@AmberrrMaee I?ll be there, have my coffee ready"
chadwil57397504,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
sasgiarhml,15,FALSE,NA,NA,"RT @EXOFANBASE_: #imagine you make a coffee in the morning,suddenly chanyeol came and hug u in behind, put his chin in ur shoulder and said?"
napquest,0,FALSE,NA,NA,I drink 3/4 of my coffee and leave the rest so I can take a sip every time a staff member looks my way
subranu,0,FALSE,NA,NA,Photo: Midnight feast yo with the dad :D #icecream #coffee #chocolate #dessert #food #love #father #dad... http://t.co/6GtNYJwqVx
NathanpPeck,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
SofiFlorez143,0,FALSE,NA,NA,Starbucks at least twice a day? Umm... YES PLEASE! Thank you rest of the world for having the best Coffee shop ever! @Starbucks
bassofd_e_o,0,FALSE,NA,NA,@sutterink @KimFCoates my coffee mug can kick your coffee mug's ass http://t.co/SP3qINkjzU
_Rae15,0,FALSE,NA,NA,Cheer up :) ? totally lied to you.. I made myself an ice coffee.. it's good im happy... http://t.co/qYP11zmfOA
subranu,0,FALSE,NA,NA,Midnight feast yo with the dad :D #icecream #coffee #chocolate #dessert #food #love #father #dad? http://t.co/IodvjaG9MO
DrTMG,0,FALSE,NA,NA,@drgoddess You're killing me with this no coffee n no beer. Don't say you don't like chocolate next. I'll have 2 delete my twitter account
janetumanduk,0,FALSE,NA,NA,"I have Coffee Tree on my island! Now my island is even more awesome! http://t.co/P7HlYnRzQu #android, #androidgames, #gameinsight"
killayellowball,0,FALSE,NA,NA,Coffee and laying on the roof to watch airplanes taking off (:
vapourharry,0,FALSE,NA,NA,but i hate coffee
BaIIplayer,5,FALSE,NA,NA,RT @Choose_A_Side: Here are some things I bet you didn't know about coffee.. http://t.co/eEgBfAN3d8
jozebolivar,0,FALSE,NA,NA,coffee and bagel for brekky
alexzenzola,0,FALSE,NA,NA,work n coffee n coffee n work http://t.co/tiHVUVDCwJ
MartialLawcasia,0,FALSE,NA,NA,Fck it. I'm gonna drink coffee.
Sadafzahra5,0,FALSE,NA,NA,EID = COFFEEOLOGY.... ESPRESSO YOURSELF. #coffee
theebanthony,0,FALSE,NA,NA,@ZeleDMaleGisele haven't been drinking coffee much. But I drink green tea daily.
imaleetuh,1,FALSE,NA,NA,"RT @LightningBRY: @imaleetuh The innocent man, Queen and i, coffee house. :)"
Sewstitchquilt2,0,FALSE,NA,NA,"Crochet Rapunzel Coffee Cup Cozy by TheEnchantedLadybug on Etsy, $16.95 http://t.co/EERfYAUHK0"
amandamaartin,0,FALSE,NA,NA,Watching my mom teach my dad how to make coffee... #hilarious the problems he is gonna have while she is away.. #ohboy
stlbizmhibbard,3,FALSE,NA,NA,RT @srconrad64: Doesn't get better than this! @STLBiz #MIBW honors super @triciazf @Kaldis_Coffee team with @StJoeAngels http://t.co/fdU8VK?
ayeeits_bre,0,FALSE,NA,NA,"I feel like I'm on drugs right now, seriously that coffee had something other then caffeine"
Kelloii_,0,FALSE,NA,NA,The amount of sugar and cream in my coffee today is too damn high .
RanMilanisti_SR,0,FALSE,NA,NA,RT @WOWFactsOfLife: The amount of caffeine found in a cup of coffee can relieve depression by close to 60%.
cheruBOMB,0,FALSE,NA,NA,I want you sweet and hot.. HAHAHA. Awkward. #coffeeperson #coffeholic #coffee #breakfast #morning? http://t.co/o9raYpvY7M
ymesc_klb,0,FALSE,NA,NA,@Coffee_nO_Cream wen the nxt time yu goin
makjenkiiiies,1,FALSE,NA,NA,RT @Minnici_mermaid: I have a weird craving for rum and coffee.
Death_by_coffee,0,FALSE,NA,NA,"@LensInkMouse Yay! :D Also, read Mr Hughes's bio thing and see if you can spot the funny XD"
MareeBDwire,0,FALSE,NA,NA,"Yet again I substituted coffee for water, and yet again, I'm extremely dehydrated. Will I ever learn? #caffeineaddict"
DrnkTanPrincess,0,FALSE,NA,NA,If I put vodka in my coffee am I weird?
makjenkiiiies,0,FALSE,NA,NA,@Minnici_mermaid You have just inspired me. I'm going to take my white girl iced coffee addiction and make it even better. I love you
CateMichaela,0,FALSE,NA,NA,"@BenJerrysTruck OH MY! Blueback Square! Bring this bish some of that Coffee Caramel Buzz, yummaaaay #icecreamflow #weha"
alexandrdaoud,0,FALSE,NA,NA,@Alice_fromearth but we hate coffee! I'd take some tea thank you?
czucca,0,FALSE,NA,NA,Think they should skip Newtown...Outrage Over Gun Rights Event at Newtown Starbucks http://t.co/6l3tTXz4Yu via @nbcconnecticut
ashley_wade_,0,FALSE,NA,NA,"Twizzlers, coffee, and GG"
SalSiliezar,0,FALSE,NA,NA,@AshleyM520 lol- gotta have my coffee in the am.
jessikah96,0,FALSE,NA,NA,Costa needs to open right now I want a coffee #not #slept #dead
JillCori,0,FALSE,NA,NA,I had coffee at 11am and I feel like I'm still feeling it... Wtf I can't fall asleep
niallhoodie,0,FALSE,NA,NA,Coffee ice cream is a beautiful flawless cherub in the form of a frozen dairy product
nigerin,0,FALSE,NA,NA,I just used #Shazam to tag Superman by Black Coffee. http://t.co/ddqasF5cwp
fadilafmn,0,FALSE,NA,NA,Shape of my heart ? Coffee shop ? When I was your man ? Summertime ? Lego house ? Trouble maker
jelenasaurus,0,FALSE,NA,NA,And I got it!! Coffee ice cube tray acquired - thanks to jp_pre :) http://t.co/9WzB3Xl8W3
JenJen_Bunny,0,FALSE,NA,NA,@serafeeenaaa we should go grab coffee sometime !
x___helenia,0,FALSE,NA,NA,I guess imma go grab me some breakfast and coffee and watch the l word .
lorrhudson,0,FALSE,NA,NA,Maybe I will two-tone it? Shabby chic coffee table http://t.co/4L8NBRoFJl
_dreen,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
BonPenaranda,0,FALSE,NA,NA,OOTD. #nosleep #coffee #McCafe #lovekoto #pink #fresh #asian #gay http://t.co/JM14IvNI9V
kierstin_prater,1,FALSE,NA,NA,Coffee is just hitting the spot tonight
jeniferleee,0,FALSE,NA,NA,@trevorhale my boss did today! I was like really? I like good coffee &amp; this is actually good NO.
yfomso,0,FALSE,NA,NA,"A sandwich bite, a coffee sip and a good @ecomso read on entrepreneurship and start-ups ;10"
tylerwvlker,0,FALSE,NA,NA,No coffee for 6 days left me fatigue and headache-ridden
yfomso,0,FALSE,NA,NA,"A sandwich bite, a coffee sip and a good @ecomso read :: entrepreneurship and start-ups ;10"
Lowediggity,0,FALSE,NA,NA,@jazzyandclassy lol yeah y'all be drinking the shit out of that coffee
YouMeandRemy,0,FALSE,NA,NA,FREE COFFEE!! That is all.... From @Coffeedirect and @Saving4five http:http://t.co/nBnZ3BZ8W3
jenna_wats0n,0,FALSE,NA,NA,Coffee doesn't agree with me ever
xwomso,0,FALSE,NA,NA,"Time for a coffee break, and a quick @ecomso read on entrepreneurship and startups. ;10"
JDHoogendoorn,0,FALSE,NA,NA,I Love Starbucks. and Coffee. and Jesus.
jemmagilder,0,FALSE,NA,NA,Now I have decided the kitchen is too slug/beetle infested to make me stay in it long enough to make coffee in the dark..
BashairAldosari,0,FALSE,NA,NA,Mornings coffee .
crvcial,0,FALSE,NA,NA,hahaha you can see three mugs on my bedside table i drink lots of coffee/hot chocolate kk
fdzradila,0,FALSE,NA,NA,It will be. Someday haha RT @niasilvanaa Hmm kapan ya giliran kita ? Wakak @fdzradila: #np Landon Pigg - Falling In Love At A Coffee Shop
ashidanza,0,FALSE,NA,NA,i love getting coffee with bri she's literally my coffee date all the time
JAZY_JA22,0,FALSE,NA,NA,Gonna have to make a Pot of Coffee..this game being on West Coast time is killing me man.
GoodNightPunk,42,FALSE,NA,NA,RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.
Taylormarie212,0,FALSE,NA,NA,I spilt my coffee this morning on my white shorts... THANKS OBAMA.
guttery,0,FALSE,NA,NA,Watching #BarneyMiller on TV. Still lol about nick's coffee jokes.
v0_id,2,FALSE,NA,NA,RT @littledaisy420: iced coffee ilysm
XhinDong,0,FALSE,NA,NA,EVERYBODY Coffee Shop
96Co_,1,FALSE,NA,NA,RT @Moses_Octo: All you need is Love and more Coffee. Good morning
coffeers,1,FALSE,NA,NA,RT @Barista_kyo: #coffee #latte #soylatte #thinkcoffee # # # # @ think coffee http://t.co/Hmy9RPRWTZ
__shesaBOSS,26,FALSE,NA,NA,RT @CleatingChase: My favorite part about fall: Hoodies Leggings Sweatpants Cold nights Football games Uggs Pumpkin coffee
coffeers,1,FALSE,NA,NA,"RT @CallieSimon: #Coffee book unveiled in Woman's World, Wellbella, book clubs, via Walmart http://t.co/JpajuOTcV9"
emilyy_0526,0,FALSE,NA,NA,"today I drank 3 cups of coffee, ate a sandwich and now Starbucks. That's really really bad"
coffeers,1,FALSE,NA,NA,RT @Ollininvincible: Top o' the Mornin' to Ye Twitter!!! #coffee ?Thursday
coffeers,1,FALSE,NA,NA,RT @kawaiikutie: Sunshine &amp; Rainbows...makes everything alright! http://t.co/iBRTqhAl8s #rainbows #sunshine #mug #sweet #coffee
marisaaaa23,1,FALSE,NA,NA,?@sheodd: Iced coffee in the mornings is soo amazing like it's my everyday breakfast pretty bad habit I'm building? that was me senior year
coffeers,1,FALSE,NA,NA,RT @81roja: GOOD MORNING! #coffee
coffeers,1,FALSE,NA,NA,RT @MDVcoffee: RT @BarossaDesign: It's definitely a double shot of @MDVcoffee kinda morning #coffee #luxury http://t.co/X4k7aS70U9 &gt; Pourin?
ukuleola,0,FALSE,NA,NA,"no sugar tonight in my coffee, no sugar tonight in my tea"
coffeers,1,FALSE,NA,NA,RT @cubbieberry: #coffee #Melbourne RT @proudmarycoffee: Drinking mad Kenyan brew @krimper in the city http://t.co/dSmd5TN9Zk
coffeers,1,FALSE,NA,NA,RT @davidcmerin: Good morning. Kape! #InstaSize #coffee #holiday #r&amp;r #staycation #instagood #instamood #iphoneasia? http://t.co/FkeLMa23YO
ReeceCarr,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
coffeers,1,FALSE,NA,NA,RT @MissTrujillo_: #UrthCaff? #niece #sister #datenight #coffee #lemonade #fresh #family @ Urth Caff? http://t.co/OYcCVZHNYK
MarcoB_XO,0,FALSE,NA,NA,"@_Petra_Ral /take the coffee, slowly sip it/ it's good~"
epsimano,0,FALSE,NA,NA,Breakfast times ? https://t.co/btgY9rTsE7
coffeers,2,FALSE,NA,NA,RT @haseebashraff: All ready for Satul #Eid and yes #Coffee http://t.co/KhqSQJZYue
coffeers,1,FALSE,NA,NA,RT @CharleeeGreen: Good Morning. Try lang! Hahaha #topless #vain #mirrorshot #selfie #boxer #ratedspg #coffee #kape? http://t.co/5vZEucCJ1C
coffeers,1,FALSE,NA,NA,"RT @pnkluv1: Need. More. #coffee. I think I've become immune to its #power. #fading #sotired #cantgotosleepyet. I hear my #bed, its calling?"
PoweredbyBMW,42,FALSE,NA,NA,RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.
taythepotato,0,FALSE,NA,NA,@abnormile1 hey i mean atleast she had the coffee and not sweet pea's dick
coffeers,1,FALSE,NA,NA,RT @AriAprianti: #brother #morningcoffee #morning #coffee http://t.co/3BdxtCgIdD
coffeers,1,FALSE,NA,NA,RT @katiebschenk: #espressoparty Thursdays with @juanchavarin1 #starbucks #coffee #work #hummer #straws http://t.co/kmogKOlExx
AymanHazwani,0,FALSE,NA,NA,Doughnuts and coffee for breakfast today. Kinda felt like a fat police officer. Oh the joyyyyy :)
coffeers,1,FALSE,NA,NA,RT @hytetu: Starbucks Coffee &lt;3 #sc #akari's car #yum #starbucks #coffee #happy #sunglasses #hot http://t.co/VEDCT4EuyN
coffeers,1,FALSE,NA,NA,RT @ReversoSmith: What a beautiful mess! #portafilter #coffee #espresso #coffeemachine #barista #baristalife? http://t.co/ZODcTfP22Z
K_ownNieysa,15,FALSE,NA,NA,"RT @EXOFANBASE_: #imagine you make a coffee in the morning,suddenly chanyeol came and hug u in behind, put his chin in ur shoulder and said?"
coffeers,1,FALSE,NA,NA,RT @LoveIs4Suckahs: I'm in heaven. #coffeeroll #coffee http://t.co/DMt1TlAdeK
BriPerez_,0,FALSE,NA,NA,I WANT SOME COFFEE ICE CREAM
coffeers,1,FALSE,NA,NA,RT @WorldofCoffeeTV: Dave rocking it with some fresh Piazza D'Oro #coffee and the JURA impressa. http://t.co/iWx9nY9hLt
donniecash818,0,FALSE,NA,NA,Photo: #truism http://t.co/GxpxtYekza
Julia_F0nseca,0,FALSE,NA,NA,Sharks and coffee with my dad at 11 at night I can dig it #bonding #SharkWeek
coffeers,1,FALSE,NA,NA,RT @billy_peters67: @Swass_Cheese: You know your coffee addiction is real when you become a night time coffee drinker too. #Coffee yessss
coffeers,1,FALSE,NA,NA,RT @kopijobi: #pancakes #coffee #hotdogs = BURRRRP!
WhoreHey777,0,FALSE,NA,NA,"If you can afford Starbucks coffee, then you can afford buying an album."
PrinceDirk,0,FALSE,NA,NA,@PistolsAndCuffs @timeTestified
coffeers,2,FALSE,NA,NA,RT @giadacostoli: Top!! #SanFrancisco #California #StarBucks #Coffee http://t.co/NeHrVNH0os
coffeers,2,FALSE,NA,NA,RT @CateDancer24: so wired.... #mountaindew #coffee
lovingmyselena,121,FALSE,NA,NA,RT @DaniCim: some dude just informed me that coffee has 200 chemicals in it and the 26 that were tested cause cancer as he poured himself?
coffeers,2,FALSE,NA,NA,RT @FaithCycling: @sweetmarias So many choices! #Missions #coffee
coffeers,2,FALSE,NA,NA,"RT @HangoutUniverse: Are you a #Programming expert? #Java #Spring #Coffee #XML #JavaScript Then get paid to deliver live, interactive train?"
coffeers,2,FALSE,NA,NA,RT @MattySoHot: Treated my momma to Dutch bros! #DutchBros #coffee #smoothie #Caramelizer #Mommy #Fam #SoHot http://t.co/cpRKPdKe0D
coffeers,2,FALSE,NA,NA,RT @Nalvers: #me #design #graphic #designer #love #my #carrear #coffee #nice #l4l #like #follow #awesome #cool #hot? http://t.co/cxaZ0zL60w
SexleyWesley,0,FALSE,NA,NA,What do you spend most of your money on? ? Uhm coffee http://t.co/buV0L5gcQF
LaVieEnRosez,0,FALSE,NA,NA,Lmao my mum: first you were as dark as a cup of tea now you're gonna become as dark as coffee
coffeers,3,FALSE,NA,NA,RT @Swass_Cheese: You know your coffee addiction is real when you become a night time coffee drinker too. #Coffee
steph814,0,FALSE,NA,NA,Lol RT @alexroehl: Last Google Search: How to drink a cup of coffee laying down
emmaavickk,0,FALSE,NA,NA,Drank a whole cup of coffee and I'm still tired
joyeuxmary,0,FALSE,NA,NA,Jus chillin with a bowl of chips in my lap at a coffee shop. #nbd http://t.co/4utd5pyMq2
jimmymarks,0,FALSE,NA,NA,"How much blood for a coffee? Three tablespoons. That's outrageous! Sir, this is Starbucks. Our larger coffees cost a CUP!"
coffee_beanss,2,FALSE,NA,NA,A cool date would be skating on saturns rings with you
awinkie21,1,FALSE,NA,NA,RT @Connie_62: #confessyourunpopularopinion I HATE coffee!!!
DidiMaaba,0,FALSE,NA,NA,U won't sleep u lol RT @KgeeWhite17: A cup of coffee will do
JRegis_8,0,FALSE,NA,NA,"Shit, Organo Gold coffee is way better then Starbucks coffee like holy damn."
alltimerach_,0,FALSE,NA,NA,@Gabriel_Mann Tea or Coffee? #20questions
morigirlove,0,FALSE,NA,NA,My favorite coffee on earth!! Deli deli http://t.co/0qsdmYXLaG
HonestJasmin,0,FALSE,NA,NA,"I'm going to need coffee for these long hours tomorrow, but I worked 12 hrs before. So I know I can get through it. #Determined"
loveekarina_,0,FALSE,NA,NA,You guys I really do have an addiction tho... Like it's almost 8pm and I'm drinking coffee. Wtf is wrong with me.
Thenameisconor,0,FALSE,NA,NA,@OfMiceAndFVK haha! im struggling to stay awake i think im gonna have this fourth coffee and consider sleeping.... :P
mbee5,0,FALSE,NA,NA,Anyone who knows how much @nattyjae23 loves coffee with this creamer will appreciate this ... #bigbottle http://t.co/7DeoNjn0wN
1DChica15,0,FALSE,NA,NA,Drinking coffee as I work on summer reading assignments. #allnighter http://t.co/VuEq4c50j7
HotelRants,0,FALSE,NA,NA,little boys try to act tough n make sure I see them getting coffee. Lil girls try to act adult n make sure I see them getting coffee.
Alice_fromearth,0,FALSE,NA,NA,@alexandrdaoud head to bed? I'm making me some coffee.
Carey_78,0,FALSE,NA,NA,@OrangeWriters do you need a coffee girl? I'd love to get coffee for y'all.#OITNB #askorange #greatwriting#ineedajob
zangfai,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
ohmymymegan,0,FALSE,NA,NA,coffee and cigarettes.
TheGovorkian,0,FALSE,NA,NA,"@MattsCravat Sir, my reviews of Perth's Coffee for your perusal #loveyourwork #cravat http://t.co/zx5twPtuPs"
BurtonFreak,1,FALSE,NA,NA,RT @_haleyb: Even though it's my bedtime I think I'm gonna make some coffee #YOLO
jckuri,0,FALSE,NA,NA,A mathematician is a machine for turning coffee into theorems.?Paul Erdos A programmer is a machine for turning coffee into code.?Alan Kay
shlebi,0,FALSE,NA,NA,?Live on coffee and flowers. Try not to worry what the weather will be.?
cupcakeenvy21,0,FALSE,NA,NA,Good morning... ? https://t.co/opnw6zA7vv
NevaMarie98,0,FALSE,NA,NA,My laptop is broken. This is a fate worse than no coffee. I feel like I've been stabbed. #Deargod #gonnadie #firstworldproblems
valerie_bby16,2,FALSE,NA,NA,RT @thakidrubenG: ?@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop?
xWEIRDESTKID,1,FALSE,NA,NA,RT @iRapePizza: @xWEIRDESTKID *drinks coffee* If you not sleeping and then god damn neither will I!
BrianneSlover12,2,FALSE,NA,NA,Coffee is the nectar of the gods #funfact @ChristineSlover
codagogy,1,FALSE,NA,NA,"RT @adelinekoh: the cuteness. functions as little machines u can program to do tasks @codagogy: var cup_of_coffee=make coffee ('decaf', 'di?"
hnicks20,0,FALSE,NA,NA,@MiahJean13 I was seriously considering bringing a mamosa or vodka cran in my coffee mug tomorrow
ZeleDMaleGisele,0,FALSE,NA,NA,@theebanthony coffee doesn't work??
GardeningGoods,0,FALSE,NA,NA,Torani Sugar Free Chocolate Syrup Sweetened With Splenda 3 pk 1 L - Brand New $34.99 http://t.co/aDWcxVCDiQ #drinks #coffee
msyiyidaniela,11349,FALSE,NA,NA,"RT @Luke5SOS: just put chocolate milk in the top of my coffee, I think I just changed history"
leahlauralynn,1,FALSE,NA,NA,RT @dirtydondo: Choking on my coffee
HassanBinSadiq,197,FALSE,NA,NA,RT @KKAlThani: Most people love Eid because they get to see their relatives and friends. I love Eid because I get to have coffee in the mor?
tabarriuso,0,FALSE,NA,NA,Always feel a little more grounded after coffee with @surrahwiley #keepintouch
juwitaasnawi,0,FALSE,NA,NA,Coffee ~o)
JRiichh,1,FALSE,NA,NA,RT @Kelsey_Garner21: I want to go for coffee
padelacki,0,FALSE,NA,NA,in the morning im getting coffee no matter what i want some so bad right bow
peachtreeink1x,0,FALSE,NA,NA,PeachTree Ink ? Green Coffee Bean Max Scam by Margie Vester via Tumblr Green Coffee Bean Max Scam by Margie Vester Green Coffee Bean Max...
atomdatcom,0,FALSE,NA,NA,morning blush. morning rush. holiday smash. coffee much. #instapic #instagram #picoftheday #photo? http://t.co/iaM9CnDN9j
dailyblogtips1,0,FALSE,NA,NA,"Guest posting is in vogue, all of a sudden, bloggers and internet marketers are waking up and smelling the coffee."
Moses_Octo,1,FALSE,NA,NA,All you need is Love and more Coffee. Good morning
yogahrynt,0,FALSE,NA,NA,Coffee and TV by blur ? https://t.co/Yv4PzNAcvs
Tayy_Taylorr,0,FALSE,NA,NA,Omg im craving coffee.
jessieflea,0,FALSE,NA,NA,Also the termite man is here and he's asked me to make him a coffee
vtairstreamer,1,FALSE,NA,NA,RT @AirstreamLiving: Love it RT @sfdb: The Airstream Life....via Coffee in the Mountains http://t.co/iJcpRkcmTb @AirstreamLiving http://t.c?
tyaraou,0,FALSE,NA,NA,@iqbmaulana you're super right :D I'm coffee lover B)
InvisibleM3,0,FALSE,NA,NA,@Felicialuvsxc hahaha!! Like coffee like that leh lol
SarahBular,0,FALSE,NA,NA,"Waking up at 4 AM almost isn't worth it, except for the fact that I get coffee and I'm going to States!"
kelseyrenae44,0,FALSE,NA,NA,I love coffee!
PAMpanget,0,FALSE,NA,NA,@denritaaah growth of coffee shops
TrenchPressNews,1,FALSE,NA,NA,"Coffee May Reduce Your Suicide Risk, Study Finds http://t.co/uy3Nbzx69l"
XhinDong,0,FALSE,NA,NA,Coffee Shop
Nicole_Marie120,0,FALSE,NA,NA,The only thing I'm excited for about the fall and the winter is Starbucks coffee.
HaiDeL715,0,FALSE,NA,NA,these boys at the fair just asked Jessie &amp; I if they could have our numbers and take us to coffee. lol
torigustafson,1,FALSE,NA,NA,im addicted to caramel ice coffee
ottawa_rt,1,FALSE,NA,NA,"RT @splendid_events: @ninethreeseven @TheMinOfCoffee Oh my, that looks divine. I'll have to stop by for a visit! #coffee #ottawa #support613"
xoxo_caitlynn,0,FALSE,NA,NA,I love drinking coffee.
Coffee_MocHi,83,FALSE,NA,NA,RT @MarissaAnita: Action will always speak louder than words.
littledaisy420,2,FALSE,NA,NA,iced coffee ilysm
_ThisGirrrl,2,FALSE,NA,NA,RT @_raaygannjoy: I really want coffee lol
itsmoho,0,FALSE,NA,NA,When your roommate buys you your favorite coffee
fourflights,0,FALSE,NA,NA,Ah ha! Even Gwyneth falls for the Starbucks every now and then. That's definitely an iced coffee? http://t.co/eSwG21nQVC
HennickC,0,FALSE,NA,NA,Nick and his friends better love me for bringing them coffee all the time
pi_NICOLEada,1,FALSE,NA,NA,RT @KareeLess: ?@pickupIines: Are you a shin? Cause I'd bang you on my coffee table.?@pi_NICOLEada
ludysbears,0,FALSE,NA,NA,Old Enamel Coffee Pot http://t.co/3hdAuAMCpD
Jaybirdfly,0,FALSE,NA,NA,The moment you realize your Starbucks barista gave you a regular iced Coffee when u asked 4 decaf. Shitty. Late night not planned.
SO_WhAt_1,0,FALSE,NA,NA,"@thepreppygypsy fav look for myself is the scrambling into the acad wet foggy glasses, frizzy hair, turtle neck, &amp; 24 oz coffee ensemble"
allllysmith2,0,FALSE,NA,NA,I can't wait for pumpkin bagels and coffee
KristinaLeavy,0,FALSE,NA,NA,Why am i craving coffee and 10:30 at night?!
lacerdakarina_,0,FALSE,NA,NA,Cold Coffee - Ed Sheeran
magillagary,3,FALSE,NA,NA,RT @The_LittleFairy: I really want vanilla iced coffee
MiickyMe,0,FALSE,NA,NA,"So the new coffee shop, they are wearing bikinis?"
InesSekar,0,FALSE,NA,NA,? https://t.co/k5v9muH2qG
savannah_palle,1,FALSE,NA,NA,Coffee ice cream is my favorite
victoriasue3011,0,FALSE,NA,NA,"I'm ready for falling leaves, bonfires, football games, sweaters, hot coffee, and cuddling! #fall"
Scorpionour,1,FALSE,NA,NA,RT @Noorrr_: Coffee can fix one problem and ruin everything else.
dreyess1,1,FALSE,NA,NA,Do they have rehab for coffee addicts?
617court,0,FALSE,NA,NA,Coffee and folding laundry. Story of my life. #forever #cleaning #coffee #keurig #delicious http://t.co/sd3gOJ0zCZ
JayClarkElliott,0,FALSE,NA,NA,Why the fuck would anyone want a caramel coconut coffee....
KBellFL,0,FALSE,NA,NA,Sabrina has a crush on her boss at the coffee shop. #90sGirlForever
hayann11,0,FALSE,NA,NA,Coffee and Baskin Robbins makes me think of @haleyalyse19 @kassiemac93 @BeccaD_13 @Whit_Watkins @anhhh_12 and Heather! I miss y'all.
beatrizlim,0,FALSE,NA,NA,A cup of coffee and a good read as a good weekend starter. No laptop for a change! http://t.co/v3Mcahz52l
NemonicAtHome,0,FALSE,NA,NA,"Fresh ground coffee, smoothies, shakes and juices. What is your favorite?"
montyho21,0,FALSE,NA,NA,Maybe because they get more shit done. Caffeine is the ultimate enabler. - Coffee and Suicide http://t.co/R2qh3HXr6O
b_schwartz21,0,FALSE,NA,NA,coffee addicts. @mirandasloan11 @hhhuntingrules
EXEDoN,0,FALSE,NA,NA,Reduce your caffeine intake .
Thick___Beauty,0,FALSE,NA,NA,"Do you prefer tea, coffee or cocoa? ? Tea http://t.co/t73WoUpdJU"
ashnid93,0,FALSE,NA,NA,"@EM_H2O sure, let me know when and we can have some coffee together and I'd do it for you ^.^"
rangison,0,FALSE,NA,NA,@emzgeee @JulieBishopMP hahaha... where's my coffee!?
Minnici_mermaid,0,FALSE,NA,NA,"@SareenaaPatell I fucking know the recipe for a good irish coffee, what do you think I am? A fucking amateur?"
_Mr_Coffee,0,FALSE,NA,NA,I'm just sittin in my room cryin man. But only out one eye cause its the one chemical got in lol
thakidrubenG,2,FALSE,NA,NA,?@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop?
MyDickIsCalled,5,FALSE,NA,NA,RT @Choose_A_Side: Here are some things I bet you didn't know about coffee.. http://t.co/eEgBfAN3d8
iRapePizza,1,FALSE,NA,NA,@xWEIRDESTKID *drinks coffee* If you not sleeping and then god damn neither will I!
ohminervaa,0,FALSE,NA,NA,I want some coffee
dirtydondo,1,FALSE,NA,NA,Choking on my coffee
grayeyesdontlie,0,FALSE,NA,NA,i wish i had more Dunkin' Donuts iced coffee. oh the struggle of walking up the street.
zombiespro13,0,FALSE,NA,NA,@DaniCim Have you drank coffee?
Femme_DeDieu,0,FALSE,NA,NA,"@Fat_Man_Scoop32 they makin her pay for coffee, room service, juice, soap...lmao smh"
Glutton4Pnshmnt,0,FALSE,NA,NA,Hurray! I have finished Negotiations Over Coffee task in Big Business HD for iPad! http://t.co/YDX09xdquH #ipad #ipadgames #gameinsight
beazkidz,0,FALSE,NA,NA,I love bringing home locally roasted #coffee beans from all of the cities I visit for @marshallhines? http://t.co/d4cnURL3jW
Jelitameyy,0,FALSE,NA,NA,Morning coffee
MySpoonfuls,0,FALSE,NA,NA,Beauty &amp; Coffee! Eyebrow waxing and cafe lattes at the drugstore? http://t.co/t0dFWkgG3H #waxing #coffee #beauty
captainjinnu,0,FALSE,NA,NA,if my dad is using my shaker bottle as a coffee cup again i'm going to be so mad.
dcupcoffee,0,FALSE,NA,NA,Is a good article. http://t.co/32KmpQpqJ1
ksleeeezy,0,FALSE,NA,NA,Tyler and I went on a 40 mile bike ride today and seen so many people we know. And Chris gave us free coffee and it was all just great.
Blondieee_18,1,FALSE,NA,NA,RT @Str8KillingEm: I love coffee.
chefalinepaiva,0,FALSE,NA,NA,"Chicken asparagus risoto - it was white rice with loads of cream, chicken and courgettes. And tasteless. The Coffee Club Takapuna #fail"
SarahhSimutt,0,FALSE,NA,NA,one cup of coffee down. one more to go. and half a cup of tea
KCaseyyy,0,FALSE,NA,NA,I 'am never drinking iced coffee again!!
